,date_day,season,year,month,hour,day,workingday,weather,temp,atemp,hum,casual_user,registered_user,total_user,season_label,year_label,month_label,day_label,weather_label,workingday_label
903,2011-02-10,1,0,2,4,4,1,2,0.14,0.1364,0.59,0,1,1,spring,2011,February,Thursday,Mist/Cloudy,Weekday
904,2011-02-10,1,0,2,5,4,1,2,0.12,0.1212,0.5,0,6,6,spring,2011,February,Thursday,Mist/Cloudy,Weekday
905,2011-02-10,1,0,2,6,4,1,2,0.12,0.1212,0.54,0,26,26,spring,2011,February,Thursday,Mist/Cloudy,Weekday
906,2011-02-10,1,0,2,7,4,1,1,0.1,0.0758,0.5,0,99,99,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
907,2011-02-10,1,0,2,8,4,1,1,0.1,0.0758,0.49,5,173,178,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
908,2011-02-10,1,0,2,9,4,1,1,0.12,0.1061,0.42,1,121,122,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
909,2011-02-10,1,0,2,10,4,1,1,0.12,0.1061,0.42,1,34,35,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
910,2011-02-10,1,0,2,11,4,1,1,0.14,0.1212,0.39,1,44,45,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
911,2011-02-10,1,0,2,12,4,1,1,0.16,0.1364,0.34,4,65,69,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
912,2011-02-10,1,0,2,13,4,1,1,0.18,0.1667,0.29,3,59,62,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
913,2011-02-10,1,0,2,14,4,1,1,0.2,0.1818,0.27,6,42,48,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
914,2011-02-10,1,0,2,15,4,1,1,0.2,0.197,0.25,0,50,50,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
915,2011-02-10,1,0,2,16,4,1,1,0.2,0.1818,0.27,4,76,80,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
916,2011-02-10,1,0,2,17,4,1,1,0.18,0.1818,0.26,6,159,165,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
917,2011-02-10,1,0,2,18,4,1,1,0.16,0.1818,0.28,3,157,160,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
918,2011-02-10,1,0,2,19,4,1,1,0.14,0.1667,0.28,2,110,112,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
919,2011-02-10,1,0,2,20,4,1,1,0.14,0.1818,0.31,4,93,97,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
920,2011-02-10,1,0,2,21,4,1,1,0.14,0.2121,0.39,2,70,72,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
921,2011-02-10,1,0,2,22,4,1,1,0.12,0.197,0.39,4,47,51,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
922,2011-02-10,1,0,2,23,4,1,1,0.12,0.1515,0.42,1,33,34,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
923,2011-02-11,1,0,2,0,5,1,1,0.1,0.1364,0.49,2,12,14,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
924,2011-02-11,1,0,2,1,5,1,1,0.1,0.1364,0.54,1,6,7,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
925,2011-02-11,1,0,2,2,5,1,1,0.1,0.1364,0.54,0,3,3,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
926,2011-02-11,1,0,2,5,5,1,1,0.08,0.1212,0.63,0,4,4,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
927,2011-02-11,1,0,2,6,5,1,1,0.1,0.1818,0.68,1,23,24,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
928,2011-02-11,1,0,2,7,5,1,1,0.08,0.1667,0.73,1,73,74,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
929,2011-02-11,1,0,2,8,5,1,1,0.1,0.1212,0.74,4,212,216,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
930,2011-02-11,1,0,2,9,5,1,1,0.12,0.1212,0.74,8,132,140,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
931,2011-02-11,1,0,2,10,5,1,1,0.14,0.1364,0.69,5,39,44,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
932,2011-02-11,1,0,2,11,5,1,1,0.22,0.2273,0.47,12,52,64,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
933,2011-02-11,1,0,2,12,5,1,1,0.22,0.2273,0.47,7,64,71,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
934,2011-02-11,1,0,2,13,5,1,1,0.24,0.2273,0.35,21,89,110,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
935,2011-02-11,1,0,2,14,5,1,1,0.3,0.2879,0.26,17,67,84,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
936,2011-02-11,1,0,2,15,5,1,1,0.32,0.3182,0.21,12,62,74,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
937,2011-02-11,1,0,2,16,5,1,1,0.3,0.2879,0.28,14,111,125,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
938,2011-02-11,1,0,2,17,5,1,1,0.3,0.3333,0.24,18,193,211,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
939,2011-02-11,1,0,2,18,5,1,1,0.28,0.3182,0.28,9,165,174,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
940,2011-02-11,1,0,2,19,5,1,1,0.26,0.303,0.33,7,94,101,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
941,2011-02-11,1,0,2,20,5,1,1,0.22,0.2273,0.55,2,61,63,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
942,2011-02-11,1,0,2,21,5,1,1,0.2,0.2121,0.59,1,46,47,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
943,2011-02-11,1,0,2,22,5,1,1,0.2,0.2273,0.64,2,41,43,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
944,2011-02-11,1,0,2,23,5,1,1,0.18,0.2424,0.69,5,48,53,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
945,2011-02-12,1,0,2,0,6,0,1,0.16,0.197,0.69,3,27,30,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
946,2011-02-12,1,0,2,1,6,0,1,0.14,0.2121,0.86,2,22,24,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
947,2011-02-12,1,0,2,2,6,0,1,0.14,0.2121,0.8,2,13,15,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
948,2011-02-12,1,0,2,3,6,0,1,0.12,0.197,0.8,3,7,10,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
949,2011-02-12,1,0,2,4,6,0,1,0.12,0.1667,0.74,0,4,4,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
950,2011-02-12,1,0,2,5,6,0,1,0.12,0.1667,0.74,0,1,1,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
951,2011-02-12,1,0,2,6,6,0,1,0.12,0.1364,0.93,1,1,2,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
952,2011-02-12,1,0,2,7,6,0,1,0.12,0.1515,0.8,2,9,11,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
953,2011-02-12,1,0,2,8,6,0,1,0.14,0.1515,0.86,2,28,30,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
954,2011-02-12,1,0,2,9,6,0,1,0.16,0.1818,0.64,5,38,43,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
955,2011-02-12,1,0,2,10,6,0,1,0.22,0.2121,0.41,13,71,84,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
956,2011-02-12,1,0,2,11,6,0,1,0.3,0.2727,0.28,30,84,114,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
957,2011-02-12,1,0,2,12,6,0,1,0.3,0.2727,0.39,27,93,120,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
958,2011-02-12,1,0,2,13,6,0,1,0.3,0.2727,0.39,32,103,135,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
959,2011-02-12,1,0,2,14,6,0,1,0.34,0.3182,0.31,30,90,120,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
960,2011-02-12,1,0,2,15,6,0,1,0.34,0.303,0.29,47,127,174,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
961,2011-02-12,1,0,2,16,6,0,1,0.34,0.303,0.29,42,103,145,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
962,2011-02-12,1,0,2,17,6,0,1,0.32,0.2879,0.31,24,113,137,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
963,2011-02-12,1,0,2,18,6,0,1,0.28,0.2576,0.38,4,60,64,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
964,2011-02-12,1,0,2,19,6,0,1,0.28,0.2727,0.38,2,39,41,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
965,2011-02-12,1,0,2,20,6,0,1,0.26,0.2576,0.41,1,39,40,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
966,2011-02-12,1,0,2,21,6,0,1,0.26,0.303,0.41,9,42,51,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
967,2011-02-12,1,0,2,22,6,0,1,0.24,0.2576,0.44,6,39,45,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
968,2011-02-12,1,0,2,23,6,0,1,0.22,0.2273,0.51,1,31,32,spring,2011,February,Saturday,Clear/Partly cloudy,Weekend
969,2011-02-13,1,0,2,0,0,0,1,0.2,0.2273,0.64,5,34,39,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
970,2011-02-13,1,0,2,1,0,0,1,0.2,0.2273,0.59,1,23,24,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
971,2011-02-13,1,0,2,2,0,0,2,0.2,0.2273,0.75,1,19,20,spring,2011,February,Sunday,Mist/Cloudy,Weekend
972,2011-02-13,1,0,2,3,0,0,2,0.2,0.2273,0.69,4,8,12,spring,2011,February,Sunday,Mist/Cloudy,Weekend
973,2011-02-13,1,0,2,4,0,0,2,0.2,0.2121,0.69,0,2,2,spring,2011,February,Sunday,Mist/Cloudy,Weekend
974,2011-02-13,1,0,2,6,0,0,2,0.2,0.2121,0.69,2,3,5,spring,2011,February,Sunday,Mist/Cloudy,Weekend
975,2011-02-13,1,0,2,7,0,0,2,0.22,0.2727,0.55,0,3,3,spring,2011,February,Sunday,Mist/Cloudy,Weekend
976,2011-02-13,1,0,2,8,0,0,2,0.22,0.2273,0.64,1,11,12,spring,2011,February,Sunday,Mist/Cloudy,Weekend
977,2011-02-13,1,0,2,9,0,0,2,0.24,0.2273,0.6,12,35,47,spring,2011,February,Sunday,Mist/Cloudy,Weekend
978,2011-02-13,1,0,2,10,0,0,1,0.3,0.2727,0.45,19,86,105,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
979,2011-02-13,1,0,2,11,0,0,1,0.32,0.2879,0.39,26,86,112,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
980,2011-02-13,1,0,2,12,0,0,1,0.36,0.3182,0.32,58,94,152,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
981,2011-02-13,1,0,2,13,0,0,1,0.38,0.3939,0.29,62,92,154,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
982,2011-02-13,1,0,2,14,0,0,2,0.4,0.4091,0.3,51,110,161,spring,2011,February,Sunday,Mist/Cloudy,Weekend
983,2011-02-13,1,0,2,15,0,0,2,0.4,0.4091,0.3,40,122,162,spring,2011,February,Sunday,Mist/Cloudy,Weekend
984,2011-02-13,1,0,2,16,0,0,2,0.42,0.4242,0.28,28,106,134,spring,2011,February,Sunday,Mist/Cloudy,Weekend
985,2011-02-13,1,0,2,17,0,0,1,0.42,0.4242,0.28,30,95,125,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
986,2011-02-13,1,0,2,18,0,0,1,0.4,0.4091,0.32,17,78,95,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
987,2011-02-13,1,0,2,19,0,0,1,0.4,0.4091,0.35,11,50,61,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
988,2011-02-13,1,0,2,20,0,0,1,0.4,0.4091,0.35,15,32,47,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
989,2011-02-13,1,0,2,21,0,0,1,0.4,0.4091,0.35,6,45,51,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
990,2011-02-13,1,0,2,22,0,0,1,0.4,0.4091,0.35,5,31,36,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
991,2011-02-13,1,0,2,23,0,0,1,0.4,0.4091,0.35,3,27,30,spring,2011,February,Sunday,Clear/Partly cloudy,Weekend
992,2011-02-14,1,0,2,0,1,1,1,0.38,0.3939,0.37,3,8,11,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
993,2011-02-14,1,0,2,1,1,1,1,0.38,0.3939,0.37,1,6,7,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
994,2011-02-14,1,0,2,2,1,1,1,0.36,0.3333,0.4,0,2,2,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
995,2011-02-14,1,0,2,3,1,1,1,0.34,0.3182,0.46,1,1,2,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
996,2011-02-14,1,0,2,4,1,1,1,0.32,0.303,0.53,0,2,2,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
997,2011-02-14,1,0,2,5,1,1,1,0.32,0.303,0.53,0,3,3,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
998,2011-02-14,1,0,2,6,1,1,1,0.34,0.303,0.46,1,25,26,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
999,2011-02-14,1,0,2,7,1,1,1,0.34,0.303,0.46,2,96,98,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1000,2011-02-14,1,0,2,8,1,1,1,0.38,0.3939,0.4,7,249,256,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1001,2011-02-14,1,0,2,9,1,1,1,0.4,0.4091,0.37,8,122,130,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1002,2011-02-14,1,0,2,10,1,1,1,0.44,0.4394,0.33,9,46,55,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1003,2011-02-14,1,0,2,11,1,1,1,0.52,0.5,0.23,10,43,53,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1004,2011-02-14,1,0,2,12,1,1,1,0.56,0.5303,0.22,27,99,126,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1005,2011-02-14,1,0,2,13,1,1,1,0.58,0.5455,0.19,27,93,120,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1006,2011-02-14,1,0,2,14,1,1,1,0.6,0.5909,0.15,14,76,90,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1007,2011-02-14,1,0,2,15,1,1,1,0.56,0.5303,0.21,19,71,90,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1008,2011-02-14,1,0,2,16,1,1,1,0.52,0.5,0.27,16,102,118,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1009,2011-02-14,1,0,2,17,1,1,1,0.46,0.4545,0.33,25,218,243,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1010,2011-02-14,1,0,2,18,1,1,1,0.4,0.4091,0.4,11,194,205,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1011,2011-02-14,1,0,2,19,1,1,1,0.38,0.3939,0.43,12,86,98,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1012,2011-02-14,1,0,2,20,1,1,1,0.36,0.3182,0.46,5,65,70,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1013,2011-02-14,1,0,2,21,1,1,1,0.36,0.3182,0.5,8,35,43,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1014,2011-02-14,1,0,2,22,1,1,1,0.34,0.2879,0.46,1,44,45,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1015,2011-02-14,1,0,2,23,1,1,1,0.32,0.2879,0.49,1,19,20,spring,2011,February,Monday,Clear/Partly cloudy,Weekday
1016,2011-02-15,1,0,2,0,2,1,1,0.3,0.2727,0.49,7,12,19,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1017,2011-02-15,1,0,2,1,2,1,1,0.3,0.2424,0.42,0,5,5,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1018,2011-02-15,1,0,2,2,2,1,1,0.28,0.2273,0.41,1,2,3,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1019,2011-02-15,1,0,2,4,2,1,1,0.22,0.1818,0.37,0,1,1,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1020,2011-02-15,1,0,2,5,2,1,1,0.22,0.1818,0.32,0,4,4,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1021,2011-02-15,1,0,2,6,2,1,1,0.2,0.1818,0.32,0,30,30,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1022,2011-02-15,1,0,2,7,2,1,1,0.2,0.1818,0.32,2,103,105,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1023,2011-02-15,1,0,2,8,2,1,1,0.2,0.1818,0.32,10,213,223,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1024,2011-02-15,1,0,2,9,2,1,1,0.22,0.197,0.29,2,108,110,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1025,2011-02-15,1,0,2,10,2,1,1,0.24,0.2121,0.27,5,47,52,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1026,2011-02-15,1,0,2,11,2,1,1,0.26,0.2424,0.25,11,46,57,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1027,2011-02-15,1,0,2,12,2,1,1,0.28,0.2727,0.24,6,65,71,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1028,2011-02-15,1,0,2,13,2,1,1,0.32,0.303,0.21,14,68,82,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1029,2011-02-15,1,0,2,14,2,1,1,0.34,0.3182,0.19,10,69,79,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1030,2011-02-15,1,0,2,15,2,1,1,0.34,0.3333,0.19,11,74,85,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1031,2011-02-15,1,0,2,16,2,1,1,0.34,0.3182,0.19,21,77,98,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1032,2011-02-15,1,0,2,17,2,1,1,0.32,0.303,0.22,15,191,206,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1033,2011-02-15,1,0,2,18,2,1,1,0.3,0.303,0.22,14,198,212,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1034,2011-02-15,1,0,2,19,2,1,1,0.28,0.2879,0.26,3,142,145,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1035,2011-02-15,1,0,2,20,2,1,1,0.26,0.2727,0.33,3,98,101,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1036,2011-02-15,1,0,2,21,2,1,1,0.24,0.2879,0.52,5,61,66,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1037,2011-02-15,1,0,2,22,2,1,1,0.24,0.2879,0.44,0,41,41,spring,2011,February,Tuesday,Clear/Partly cloudy,Weekday
1038,2011-02-15,1,0,2,23,2,1,2,0.22,0.2576,0.44,0,20,20,spring,2011,February,Tuesday,Mist/Cloudy,Weekday
1039,2011-02-16,1,0,2,0,3,1,1,0.22,0.2576,0.41,0,15,15,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1040,2011-02-16,1,0,2,1,3,1,1,0.2,0.2273,0.44,0,9,9,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1041,2011-02-16,1,0,2,3,3,1,2,0.2,0.197,0.47,0,1,1,spring,2011,February,Wednesday,Mist/Cloudy,Weekday
1042,2011-02-16,1,0,2,4,3,1,1,0.2,0.197,0.51,0,1,1,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1043,2011-02-16,1,0,2,5,3,1,1,0.2,0.197,0.47,0,5,5,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1044,2011-02-16,1,0,2,6,3,1,1,0.2,0.197,0.55,1,32,33,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1045,2011-02-16,1,0,2,7,3,1,2,0.2,0.197,0.55,5,103,108,spring,2011,February,Wednesday,Mist/Cloudy,Weekday
1046,2011-02-16,1,0,2,8,3,1,2,0.22,0.2273,0.55,6,224,230,spring,2011,February,Wednesday,Mist/Cloudy,Weekday
1047,2011-02-16,1,0,2,9,3,1,1,0.24,0.2121,0.52,2,122,124,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1048,2011-02-16,1,0,2,10,3,1,1,0.26,0.2273,0.41,14,55,69,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1049,2011-02-16,1,0,2,11,3,1,1,0.34,0.303,0.34,7,59,66,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1050,2011-02-16,1,0,2,12,3,1,1,0.38,0.3939,0.32,14,72,86,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1051,2011-02-16,1,0,2,13,3,1,1,0.42,0.4242,0.3,13,80,93,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1052,2011-02-16,1,0,2,14,3,1,1,0.46,0.4545,0.28,17,65,82,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1053,2011-02-16,1,0,2,15,3,1,1,0.46,0.4545,0.28,35,82,117,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1054,2011-02-16,1,0,2,16,3,1,1,0.46,0.4545,0.31,26,96,122,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1055,2011-02-16,1,0,2,17,3,1,1,0.46,0.4545,0.28,11,244,255,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1056,2011-02-16,1,0,2,18,3,1,1,0.4,0.4091,0.4,20,202,222,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1057,2011-02-16,1,0,2,19,3,1,1,0.34,0.3182,0.53,18,143,161,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1058,2011-02-16,1,0,2,20,3,1,1,0.38,0.3939,0.43,10,108,118,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1059,2011-02-16,1,0,2,21,3,1,1,0.36,0.3485,0.46,5,87,92,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1060,2011-02-16,1,0,2,22,3,1,1,0.34,0.3333,0.53,12,61,73,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1061,2011-02-16,1,0,2,23,3,1,1,0.38,0.3939,0.4,2,31,33,spring,2011,February,Wednesday,Clear/Partly cloudy,Weekday
1062,2011-02-17,1,0,2,0,4,1,1,0.34,0.3333,0.53,1,16,17,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1063,2011-02-17,1,0,2,1,4,1,1,0.34,0.3182,0.53,0,6,6,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1064,2011-02-17,1,0,2,2,4,1,2,0.34,0.3182,0.53,2,4,6,spring,2011,February,Thursday,Mist/Cloudy,Weekday
1065,2011-02-17,1,0,2,3,4,1,1,0.34,0.3333,0.53,3,1,4,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1066,2011-02-17,1,0,2,4,4,1,1,0.32,0.3182,0.57,3,1,4,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1067,2011-02-17,1,0,2,5,4,1,1,0.32,0.3333,0.66,1,11,12,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1068,2011-02-17,1,0,2,6,4,1,1,0.3,0.303,0.7,3,44,47,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1069,2011-02-17,1,0,2,7,4,1,1,0.32,0.3333,0.57,7,119,126,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1070,2011-02-17,1,0,2,8,4,1,1,0.32,0.3333,0.57,18,267,285,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1071,2011-02-17,1,0,2,9,4,1,1,0.36,0.3485,0.57,16,163,179,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1072,2011-02-17,1,0,2,10,4,1,1,0.38,0.3939,0.54,18,70,88,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1073,2011-02-17,1,0,2,11,4,1,2,0.44,0.4394,0.44,19,71,90,spring,2011,February,Thursday,Mist/Cloudy,Weekday
1074,2011-02-17,1,0,2,12,4,1,1,0.48,0.4697,0.41,15,86,101,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1075,2011-02-17,1,0,2,13,4,1,1,0.54,0.5152,0.34,15,108,123,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1076,2011-02-17,1,0,2,14,4,1,1,0.6,0.6212,0.31,26,55,81,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1077,2011-02-17,1,0,2,15,4,1,1,0.6,0.6061,0.28,15,91,106,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1078,2011-02-17,1,0,2,16,4,1,2,0.56,0.5303,0.35,29,117,146,spring,2011,February,Thursday,Mist/Cloudy,Weekday
1079,2011-02-17,1,0,2,17,4,1,2,0.58,0.5455,0.32,18,256,274,spring,2011,February,Thursday,Mist/Cloudy,Weekday
1080,2011-02-17,1,0,2,18,4,1,2,0.54,0.5152,0.42,11,211,222,spring,2011,February,Thursday,Mist/Cloudy,Weekday
1081,2011-02-17,1,0,2,19,4,1,1,0.48,0.4697,0.55,14,161,175,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1082,2011-02-17,1,0,2,20,4,1,1,0.48,0.4697,0.59,8,131,139,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1083,2011-02-17,1,0,2,21,4,1,1,0.52,0.5,0.55,5,119,124,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1084,2011-02-17,1,0,2,22,4,1,1,0.5,0.4848,0.59,8,68,76,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1085,2011-02-17,1,0,2,23,4,1,1,0.46,0.4545,0.67,4,40,44,spring,2011,February,Thursday,Clear/Partly cloudy,Weekday
1086,2011-02-18,1,0,2,0,5,1,1,0.44,0.4394,0.72,12,20,32,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
1087,2011-02-18,1,0,2,1,5,1,1,0.44,0.4394,0.72,1,7,8,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
1088,2011-02-18,1,0,2,2,5,1,1,0.44,0.4394,0.72,2,5,7,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
1089,2011-02-18,1,0,2,3,5,1,1,0.46,0.4545,0.67,2,6,8,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
1090,2011-02-18,1,0,2,4,5,1,1,0.46,0.4545,0.67,0,1,1,spring,2011,February,Friday,Clear/Partly cloudy,Weekday
1091,2011-02-18,1,0,2,5,5,1,2,0.46,0.4545,0.67,1,6,7,spring,2011,February,Friday,Mist/Cloudy,Weekday
1092,2011-02-18,1,0,2,6,5,1,2,0.44,0.4394,0.72,2,48,50,spring,2011,February,Friday,Mist/Cloudy,Weekday
1093,2011-02-18,1,0,2,7,5,1,2,0.42,0.4242,0.77,8,108,116,spring,2011,February,Friday,Mist/Cloudy,Weekday
1094,2011-02-18,1,0,2,8,5,1,2,0.42,0.4242,0.77,26,246,272,spring,2011,February,Friday,Mist/Cloudy,Weekday
1095,2011-02-18,1,0,2,9,5,1,2,0.42,0.4242,0.77,15,154,169,spring,2011,February,Friday,Mist/Cloudy,Weekday
