,date_day,season,year,month,day,workingday,weather,temp,atemp,hum,casual_user,registered_user,total_user,season_label,year_label,month_label,day_label,weather_label,workingday_label
189,2011-07-09,3,0,7,6,0,1,0.733333,0.664158,0.609167,1988,3348,5336,fall,2011,July,Saturday,Clear/Partly cloudy,Weekend
190,2011-07-10,3,0,7,0,0,1,0.7475,0.690025,0.578333,1743,3138,4881,fall,2011,July,Sunday,Clear/Partly cloudy,Weekend
191,2011-07-11,3,0,7,1,1,1,0.7625,0.729804,0.635833,723,3363,4086,fall,2011,July,Monday,Clear/Partly cloudy,Weekday
192,2011-07-12,3,0,7,2,1,1,0.794167,0.739275,0.559167,662,3596,4258,fall,2011,July,Tuesday,Clear/Partly cloudy,Weekday
193,2011-07-13,3,0,7,3,1,1,0.746667,0.689404,0.631667,748,3594,4342,fall,2011,July,Wednesday,Clear/Partly cloudy,Weekday
194,2011-07-14,3,0,7,4,1,1,0.680833,0.635104,0.47625,888,4196,5084,fall,2011,July,Thursday,Clear/Partly cloudy,Weekday
195,2011-07-15,3,0,7,5,1,1,0.663333,0.624371,0.59125,1318,4220,5538,fall,2011,July,Friday,Clear/Partly cloudy,Weekday
196,2011-07-16,3,0,7,6,0,1,0.686667,0.638263,0.585,2418,3505,5923,fall,2011,July,Saturday,Clear/Partly cloudy,Weekend
197,2011-07-17,3,0,7,0,0,1,0.719167,0.669833,0.604167,2006,3296,5302,fall,2011,July,Sunday,Clear/Partly cloudy,Weekend
198,2011-07-18,3,0,7,1,1,1,0.746667,0.703925,0.65125,841,3617,4458,fall,2011,July,Monday,Clear/Partly cloudy,Weekday
199,2011-07-19,3,0,7,2,1,1,0.776667,0.747479,0.650417,752,3789,4541,fall,2011,July,Tuesday,Clear/Partly cloudy,Weekday
200,2011-07-20,3,0,7,3,1,1,0.768333,0.74685,0.707083,644,3688,4332,fall,2011,July,Wednesday,Clear/Partly cloudy,Weekday
201,2011-07-21,3,0,7,4,1,2,0.815,0.826371,0.69125,632,3152,3784,fall,2011,July,Thursday,Mist/Cloudy,Weekday
202,2011-07-22,3,0,7,5,1,1,0.848333,0.840896,0.580417,562,2825,3387,fall,2011,July,Friday,Clear/Partly cloudy,Weekday
203,2011-07-23,3,0,7,6,0,1,0.849167,0.804287,0.5,987,2298,3285,fall,2011,July,Saturday,Clear/Partly cloudy,Weekend
204,2011-07-24,3,0,7,0,0,1,0.83,0.794829,0.550833,1050,2556,3606,fall,2011,July,Sunday,Clear/Partly cloudy,Weekend
205,2011-07-25,3,0,7,1,1,1,0.743333,0.720958,0.757083,568,3272,3840,fall,2011,July,Monday,Clear/Partly cloudy,Weekday
206,2011-07-26,3,0,7,2,1,1,0.771667,0.696979,0.540833,750,3840,4590,fall,2011,July,Tuesday,Clear/Partly cloudy,Weekday
207,2011-07-27,3,0,7,3,1,1,0.775,0.690667,0.402917,755,3901,4656,fall,2011,July,Wednesday,Clear/Partly cloudy,Weekday
208,2011-07-28,3,0,7,4,1,1,0.779167,0.7399,0.583333,606,3784,4390,fall,2011,July,Thursday,Clear/Partly cloudy,Weekday
209,2011-07-29,3,0,7,5,1,1,0.838333,0.785967,0.5425,670,3176,3846,fall,2011,July,Friday,Clear/Partly cloudy,Weekday
210,2011-07-30,3,0,7,6,0,1,0.804167,0.728537,0.465833,1559,2916,4475,fall,2011,July,Saturday,Clear/Partly cloudy,Weekend
211,2011-07-31,3,0,7,0,0,1,0.805833,0.729796,0.480833,1524,2778,4302,fall,2011,July,Sunday,Clear/Partly cloudy,Weekend
212,2011-08-01,3,0,8,1,1,1,0.771667,0.703292,0.550833,729,3537,4266,fall,2011,August,Monday,Clear/Partly cloudy,Weekday
213,2011-08-02,3,0,8,2,1,1,0.783333,0.707071,0.49125,801,4044,4845,fall,2011,August,Tuesday,Clear/Partly cloudy,Weekday
214,2011-08-03,3,0,8,3,1,2,0.731667,0.679937,0.6575,467,3107,3574,fall,2011,August,Wednesday,Mist/Cloudy,Weekday
215,2011-08-04,3,0,8,4,1,2,0.71,0.664788,0.7575,799,3777,4576,fall,2011,August,Thursday,Mist/Cloudy,Weekday
216,2011-08-05,3,0,8,5,1,1,0.710833,0.656567,0.630833,1023,3843,4866,fall,2011,August,Friday,Clear/Partly cloudy,Weekday
217,2011-08-06,3,0,8,6,0,2,0.716667,0.676154,0.755,1521,2773,4294,fall,2011,August,Saturday,Mist/Cloudy,Weekend
218,2011-08-07,3,0,8,0,0,1,0.7425,0.715292,0.752917,1298,2487,3785,fall,2011,August,Sunday,Clear/Partly cloudy,Weekend
219,2011-08-08,3,0,8,1,1,1,0.765,0.703283,0.592083,846,3480,4326,fall,2011,August,Monday,Clear/Partly cloudy,Weekday
220,2011-08-09,3,0,8,2,1,1,0.775,0.724121,0.570417,907,3695,4602,fall,2011,August,Tuesday,Clear/Partly cloudy,Weekday
221,2011-08-10,3,0,8,3,1,1,0.766667,0.684983,0.424167,884,3896,4780,fall,2011,August,Wednesday,Clear/Partly cloudy,Weekday
222,2011-08-11,3,0,8,4,1,1,0.7175,0.651521,0.42375,812,3980,4792,fall,2011,August,Thursday,Clear/Partly cloudy,Weekday
223,2011-08-12,3,0,8,5,1,1,0.708333,0.654042,0.415,1051,3854,4905,fall,2011,August,Friday,Clear/Partly cloudy,Weekday
224,2011-08-13,3,0,8,6,0,2,0.685833,0.645858,0.729583,1504,2646,4150,fall,2011,August,Saturday,Mist/Cloudy,Weekend
225,2011-08-14,3,0,8,0,0,2,0.676667,0.624388,0.8175,1338,2482,3820,fall,2011,August,Sunday,Mist/Cloudy,Weekend
226,2011-08-15,3,0,8,1,1,1,0.665833,0.616167,0.712083,775,3563,4338,fall,2011,August,Monday,Clear/Partly cloudy,Weekday
227,2011-08-16,3,0,8,2,1,1,0.700833,0.645837,0.578333,721,4004,4725,fall,2011,August,Tuesday,Clear/Partly cloudy,Weekday
228,2011-08-17,3,0,8,3,1,1,0.723333,0.666671,0.575417,668,4026,4694,fall,2011,August,Wednesday,Clear/Partly cloudy,Weekday
229,2011-08-18,3,0,8,4,1,1,0.711667,0.662258,0.654583,639,3166,3805,fall,2011,August,Thursday,Clear/Partly cloudy,Weekday
230,2011-08-19,3,0,8,5,1,2,0.685,0.633221,0.722917,797,3356,4153,fall,2011,August,Friday,Mist/Cloudy,Weekday
231,2011-08-20,3,0,8,6,0,1,0.6975,0.648996,0.674167,1914,3277,5191,fall,2011,August,Saturday,Clear/Partly cloudy,Weekend
232,2011-08-21,3,0,8,0,0,1,0.710833,0.675525,0.77,1249,2624,3873,fall,2011,August,Sunday,Clear/Partly cloudy,Weekend
233,2011-08-22,3,0,8,1,1,1,0.691667,0.638254,0.47,833,3925,4758,fall,2011,August,Monday,Clear/Partly cloudy,Weekday
234,2011-08-23,3,0,8,2,1,1,0.640833,0.606067,0.455417,1281,4614,5895,fall,2011,August,Tuesday,Clear/Partly cloudy,Weekday
235,2011-08-24,3,0,8,3,1,1,0.673333,0.630692,0.605,949,4181,5130,fall,2011,August,Wednesday,Clear/Partly cloudy,Weekday
236,2011-08-25,3,0,8,4,1,2,0.684167,0.645854,0.771667,435,3107,3542,fall,2011,August,Thursday,Mist/Cloudy,Weekday
237,2011-08-26,3,0,8,5,1,1,0.7,0.659733,0.76125,768,3893,4661,fall,2011,August,Friday,Clear/Partly cloudy,Weekday
238,2011-08-27,3,0,8,6,0,2,0.68,0.635556,0.85,226,889,1115,fall,2011,August,Saturday,Mist/Cloudy,Weekend
239,2011-08-28,3,0,8,0,0,1,0.707059,0.647959,0.561765,1415,2919,4334,fall,2011,August,Sunday,Clear/Partly cloudy,Weekend
240,2011-08-29,3,0,8,1,1,1,0.636667,0.607958,0.554583,729,3905,4634,fall,2011,August,Monday,Clear/Partly cloudy,Weekday
241,2011-08-30,3,0,8,2,1,1,0.639167,0.594704,0.548333,775,4429,5204,fall,2011,August,Tuesday,Clear/Partly cloudy,Weekday
242,2011-08-31,3,0,8,3,1,1,0.656667,0.611121,0.597917,688,4370,5058,fall,2011,August,Wednesday,Clear/Partly cloudy,Weekday
243,2011-09-01,3,0,9,4,1,1,0.655,0.614921,0.639167,783,4332,5115,fall,2011,September,Thursday,Clear/Partly cloudy,Weekday
244,2011-09-02,3,0,9,5,1,2,0.643333,0.604808,0.727083,875,3852,4727,fall,2011,September,Friday,Mist/Cloudy,Weekday
245,2011-09-03,3,0,9,6,0,1,0.669167,0.633213,0.716667,1935,2549,4484,fall,2011,September,Saturday,Clear/Partly cloudy,Weekend
246,2011-09-04,3,0,9,0,0,1,0.709167,0.665429,0.742083,2521,2419,4940,fall,2011,September,Sunday,Clear/Partly cloudy,Weekend
247,2011-09-05,3,0,9,1,0,2,0.673333,0.625646,0.790417,1236,2115,3351,fall,2011,September,Monday,Mist/Cloudy,Weekend
248,2011-09-06,3,0,9,2,1,3,0.54,0.5152,0.886957,204,2506,2710,fall,2011,September,Tuesday,Light Snow/Rain,Weekday
249,2011-09-07,3,0,9,3,1,3,0.599167,0.544229,0.917083,118,1878,1996,fall,2011,September,Wednesday,Light Snow/Rain,Weekday
250,2011-09-08,3,0,9,4,1,3,0.633913,0.555361,0.939565,153,1689,1842,fall,2011,September,Thursday,Light Snow/Rain,Weekday
251,2011-09-09,3,0,9,5,1,2,0.65,0.578946,0.897917,417,3127,3544,fall,2011,September,Friday,Mist/Cloudy,Weekday
252,2011-09-10,3,0,9,6,0,1,0.66,0.607962,0.75375,1750,3595,5345,fall,2011,September,Saturday,Clear/Partly cloudy,Weekend
253,2011-09-11,3,0,9,0,0,1,0.653333,0.609229,0.71375,1633,3413,5046,fall,2011,September,Sunday,Clear/Partly cloudy,Weekend
254,2011-09-12,3,0,9,1,1,1,0.644348,0.60213,0.692174,690,4023,4713,fall,2011,September,Monday,Clear/Partly cloudy,Weekday
255,2011-09-13,3,0,9,2,1,1,0.650833,0.603554,0.7125,701,4062,4763,fall,2011,September,Tuesday,Clear/Partly cloudy,Weekday
256,2011-09-14,3,0,9,3,1,1,0.673333,0.6269,0.697083,647,4138,4785,fall,2011,September,Wednesday,Clear/Partly cloudy,Weekday
257,2011-09-15,3,0,9,4,1,2,0.5775,0.553671,0.709167,428,3231,3659,fall,2011,September,Thursday,Mist/Cloudy,Weekday
258,2011-09-16,3,0,9,5,1,2,0.469167,0.461475,0.590417,742,4018,4760,fall,2011,September,Friday,Mist/Cloudy,Weekday
259,2011-09-17,3,0,9,6,0,2,0.491667,0.478512,0.718333,1434,3077,4511,fall,2011,September,Saturday,Mist/Cloudy,Weekend
260,2011-09-18,3,0,9,0,0,1,0.5075,0.490537,0.695,1353,2921,4274,fall,2011,September,Sunday,Clear/Partly cloudy,Weekend
261,2011-09-19,3,0,9,1,1,2,0.549167,0.529675,0.69,691,3848,4539,fall,2011,September,Monday,Mist/Cloudy,Weekday
262,2011-09-20,3,0,9,2,1,2,0.561667,0.532217,0.88125,438,3203,3641,fall,2011,September,Tuesday,Mist/Cloudy,Weekday
263,2011-09-21,3,0,9,3,1,2,0.595,0.550533,0.9,539,3813,4352,fall,2011,September,Wednesday,Mist/Cloudy,Weekday
264,2011-09-22,3,0,9,4,1,2,0.628333,0.554963,0.902083,555,4240,4795,fall,2011,September,Thursday,Mist/Cloudy,Weekday
265,2011-09-23,4,0,9,5,1,2,0.609167,0.522125,0.9725,258,2137,2395,winter,2011,September,Friday,Mist/Cloudy,Weekday
266,2011-09-24,4,0,9,6,0,2,0.606667,0.564412,0.8625,1776,3647,5423,winter,2011,September,Saturday,Mist/Cloudy,Weekend
267,2011-09-25,4,0,9,0,0,2,0.634167,0.572637,0.845,1544,3466,5010,winter,2011,September,Sunday,Mist/Cloudy,Weekend
268,2011-09-26,4,0,9,1,1,2,0.649167,0.589042,0.848333,684,3946,4630,winter,2011,September,Monday,Mist/Cloudy,Weekday
269,2011-09-27,4,0,9,2,1,2,0.636667,0.574525,0.885417,477,3643,4120,winter,2011,September,Tuesday,Mist/Cloudy,Weekday
270,2011-09-28,4,0,9,3,1,2,0.635,0.575158,0.84875,480,3427,3907,winter,2011,September,Wednesday,Mist/Cloudy,Weekday
271,2011-09-29,4,0,9,4,1,1,0.616667,0.574512,0.699167,653,4186,4839,winter,2011,September,Thursday,Clear/Partly cloudy,Weekday
272,2011-09-30,4,0,9,5,1,1,0.564167,0.544829,0.6475,830,4372,5202,winter,2011,September,Friday,Clear/Partly cloudy,Weekday
273,2011-10-01,4,0,10,6,0,2,0.41,0.412863,0.75375,480,1949,2429,winter,2011,October,Saturday,Mist/Cloudy,Weekend
274,2011-10-02,4,0,10,0,0,2,0.356667,0.345317,0.791667,616,2302,2918,winter,2011,October,Sunday,Mist/Cloudy,Weekend
275,2011-10-03,4,0,10,1,1,2,0.384167,0.392046,0.760833,330,3240,3570,winter,2011,October,Monday,Mist/Cloudy,Weekday
276,2011-10-04,4,0,10,2,1,1,0.484167,0.472858,0.71,486,3970,4456,winter,2011,October,Tuesday,Clear/Partly cloudy,Weekday
277,2011-10-05,4,0,10,3,1,1,0.538333,0.527138,0.647917,559,4267,4826,winter,2011,October,Wednesday,Clear/Partly cloudy,Weekday
278,2011-10-06,4,0,10,4,1,1,0.494167,0.480425,0.620833,639,4126,4765,winter,2011,October,Thursday,Clear/Partly cloudy,Weekday
279,2011-10-07,4,0,10,5,1,1,0.510833,0.504404,0.684167,949,4036,4985,winter,2011,October,Friday,Clear/Partly cloudy,Weekday
280,2011-10-08,4,0,10,6,0,1,0.521667,0.513242,0.70125,2235,3174,5409,winter,2011,October,Saturday,Clear/Partly cloudy,Weekend
281,2011-10-09,4,0,10,0,0,1,0.540833,0.523983,0.7275,2397,3114,5511,winter,2011,October,Sunday,Clear/Partly cloudy,Weekend
282,2011-10-10,4,0,10,1,0,1,0.570833,0.542925,0.73375,1514,3603,5117,winter,2011,October,Monday,Clear/Partly cloudy,Weekend
283,2011-10-11,4,0,10,2,1,2,0.566667,0.546096,0.80875,667,3896,4563,winter,2011,October,Tuesday,Mist/Cloudy,Weekday
284,2011-10-12,4,0,10,3,1,3,0.543333,0.517717,0.90625,217,2199,2416,winter,2011,October,Wednesday,Light Snow/Rain,Weekday
285,2011-10-13,4,0,10,4,1,2,0.589167,0.551804,0.896667,290,2623,2913,winter,2011,October,Thursday,Mist/Cloudy,Weekday
286,2011-10-14,4,0,10,5,1,2,0.550833,0.529675,0.71625,529,3115,3644,winter,2011,October,Friday,Mist/Cloudy,Weekday
287,2011-10-15,4,0,10,6,0,1,0.506667,0.498725,0.483333,1899,3318,5217,winter,2011,October,Saturday,Clear/Partly cloudy,Weekend
288,2011-10-16,4,0,10,0,0,1,0.511667,0.503154,0.486667,1748,3293,5041,winter,2011,October,Sunday,Clear/Partly cloudy,Weekend
289,2011-10-17,4,0,10,1,1,1,0.534167,0.510725,0.579583,713,3857,4570,winter,2011,October,Monday,Clear/Partly cloudy,Weekday
290,2011-10-18,4,0,10,2,1,2,0.5325,0.522721,0.701667,637,4111,4748,winter,2011,October,Tuesday,Mist/Cloudy,Weekday
291,2011-10-19,4,0,10,3,1,3,0.541739,0.513848,0.895217,254,2170,2424,winter,2011,October,Wednesday,Light Snow/Rain,Weekday
292,2011-10-20,4,0,10,4,1,1,0.475833,0.466525,0.63625,471,3724,4195,winter,2011,October,Thursday,Clear/Partly cloudy,Weekday
293,2011-10-21,4,0,10,5,1,1,0.4275,0.423596,0.574167,676,3628,4304,winter,2011,October,Friday,Clear/Partly cloudy,Weekday
294,2011-10-22,4,0,10,6,0,1,0.4225,0.425492,0.629167,1499,2809,4308,winter,2011,October,Saturday,Clear/Partly cloudy,Weekend
295,2011-10-23,4,0,10,0,0,1,0.421667,0.422333,0.74125,1619,2762,4381,winter,2011,October,Sunday,Clear/Partly cloudy,Weekend
296,2011-10-24,4,0,10,1,1,1,0.463333,0.457067,0.772083,699,3488,4187,winter,2011,October,Monday,Clear/Partly cloudy,Weekday
297,2011-10-25,4,0,10,2,1,1,0.471667,0.463375,0.622917,695,3992,4687,winter,2011,October,Tuesday,Clear/Partly cloudy,Weekday
298,2011-10-26,4,0,10,3,1,2,0.484167,0.472846,0.720417,404,3490,3894,winter,2011,October,Wednesday,Mist/Cloudy,Weekday
299,2011-10-27,4,0,10,4,1,2,0.47,0.457046,0.812917,240,2419,2659,winter,2011,October,Thursday,Mist/Cloudy,Weekday
300,2011-10-28,4,0,10,5,1,2,0.330833,0.318812,0.585833,456,3291,3747,winter,2011,October,Friday,Mist/Cloudy,Weekday
301,2011-10-29,4,0,10,6,0,3,0.254167,0.227913,0.8825,57,570,627,winter,2011,October,Saturday,Light Snow/Rain,Weekend
302,2011-10-30,4,0,10,0,0,1,0.319167,0.321329,0.62375,885,2446,3331,winter,2011,October,Sunday,Clear/Partly cloudy,Weekend
303,2011-10-31,4,0,10,1,1,1,0.34,0.356063,0.703333,362,3307,3669,winter,2011,October,Monday,Clear/Partly cloudy,Weekday
304,2011-11-01,4,0,11,2,1,1,0.400833,0.397088,0.68375,410,3658,4068,winter,2011,November,Tuesday,Clear/Partly cloudy,Weekday
305,2011-11-02,4,0,11,3,1,1,0.3775,0.390133,0.71875,370,3816,4186,winter,2011,November,Wednesday,Clear/Partly cloudy,Weekday
306,2011-11-03,4,0,11,4,1,1,0.408333,0.405921,0.702083,318,3656,3974,winter,2011,November,Thursday,Clear/Partly cloudy,Weekday
307,2011-11-04,4,0,11,5,1,2,0.403333,0.403392,0.6225,470,3576,4046,winter,2011,November,Friday,Mist/Cloudy,Weekday
308,2011-11-05,4,0,11,6,0,1,0.326667,0.323854,0.519167,1156,2770,3926,winter,2011,November,Saturday,Clear/Partly cloudy,Weekend
309,2011-11-06,4,0,11,0,0,1,0.348333,0.362358,0.734583,952,2697,3649,winter,2011,November,Sunday,Clear/Partly cloudy,Weekend
310,2011-11-07,4,0,11,1,1,1,0.395,0.400871,0.75875,373,3662,4035,winter,2011,November,Monday,Clear/Partly cloudy,Weekday
311,2011-11-08,4,0,11,2,1,1,0.408333,0.412246,0.721667,376,3829,4205,winter,2011,November,Tuesday,Clear/Partly cloudy,Weekday
312,2011-11-09,4,0,11,3,1,1,0.4,0.409079,0.758333,305,3804,4109,winter,2011,November,Wednesday,Clear/Partly cloudy,Weekday
313,2011-11-10,4,0,11,4,1,2,0.38,0.373721,0.813333,190,2743,2933,winter,2011,November,Thursday,Mist/Cloudy,Weekday
314,2011-11-11,4,0,11,5,0,1,0.324167,0.306817,0.44625,440,2928,3368,winter,2011,November,Friday,Clear/Partly cloudy,Weekend
315,2011-11-12,4,0,11,6,0,1,0.356667,0.357942,0.552917,1275,2792,4067,winter,2011,November,Saturday,Clear/Partly cloudy,Weekend
316,2011-11-13,4,0,11,0,0,1,0.440833,0.43055,0.458333,1004,2713,3717,winter,2011,November,Sunday,Clear/Partly cloudy,Weekend
317,2011-11-14,4,0,11,1,1,1,0.53,0.524612,0.587083,595,3891,4486,winter,2011,November,Monday,Clear/Partly cloudy,Weekday
318,2011-11-15,4,0,11,2,1,2,0.53,0.507579,0.68875,449,3746,4195,winter,2011,November,Tuesday,Mist/Cloudy,Weekday
319,2011-11-16,4,0,11,3,1,3,0.456667,0.451988,0.93,145,1672,1817,winter,2011,November,Wednesday,Light Snow/Rain,Weekday
320,2011-11-17,4,0,11,4,1,2,0.341667,0.323221,0.575833,139,2914,3053,winter,2011,November,Thursday,Mist/Cloudy,Weekday
321,2011-11-18,4,0,11,5,1,1,0.274167,0.272721,0.41,245,3147,3392,winter,2011,November,Friday,Clear/Partly cloudy,Weekday
322,2011-11-19,4,0,11,6,0,1,0.329167,0.324483,0.502083,943,2720,3663,winter,2011,November,Saturday,Clear/Partly cloudy,Weekend
323,2011-11-20,4,0,11,0,0,2,0.463333,0.457058,0.684583,787,2733,3520,winter,2011,November,Sunday,Mist/Cloudy,Weekend
324,2011-11-21,4,0,11,1,1,3,0.4475,0.445062,0.91,220,2545,2765,winter,2011,November,Monday,Light Snow/Rain,Weekday
325,2011-11-22,4,0,11,2,1,3,0.416667,0.421696,0.9625,69,1538,1607,winter,2011,November,Tuesday,Light Snow/Rain,Weekday
326,2011-11-23,4,0,11,3,1,2,0.440833,0.430537,0.757917,112,2454,2566,winter,2011,November,Wednesday,Mist/Cloudy,Weekday
327,2011-11-24,4,0,11,4,0,1,0.373333,0.372471,0.549167,560,935,1495,winter,2011,November,Thursday,Clear/Partly cloudy,Weekend
328,2011-11-25,4,0,11,5,1,1,0.375,0.380671,0.64375,1095,1697,2792,winter,2011,November,Friday,Clear/Partly cloudy,Weekday
329,2011-11-26,4,0,11,6,0,1,0.375833,0.385087,0.681667,1249,1819,3068,winter,2011,November,Saturday,Clear/Partly cloudy,Weekend
330,2011-11-27,4,0,11,0,0,1,0.459167,0.4558,0.698333,810,2261,3071,winter,2011,November,Sunday,Clear/Partly cloudy,Weekend
331,2011-11-28,4,0,11,1,1,1,0.503478,0.490122,0.743043,253,3614,3867,winter,2011,November,Monday,Clear/Partly cloudy,Weekday
332,2011-11-29,4,0,11,2,1,2,0.458333,0.451375,0.830833,96,2818,2914,winter,2011,November,Tuesday,Mist/Cloudy,Weekday
333,2011-11-30,4,0,11,3,1,1,0.325,0.311221,0.613333,188,3425,3613,winter,2011,November,Wednesday,Clear/Partly cloudy,Weekday
334,2011-12-01,4,0,12,4,1,1,0.3125,0.305554,0.524583,182,3545,3727,winter,2011,December,Thursday,Clear/Partly cloudy,Weekday
335,2011-12-02,4,0,12,5,1,1,0.314167,0.331433,0.625833,268,3672,3940,winter,2011,December,Friday,Clear/Partly cloudy,Weekday
336,2011-12-03,4,0,12,6,0,1,0.299167,0.310604,0.612917,706,2908,3614,winter,2011,December,Saturday,Clear/Partly cloudy,Weekend
337,2011-12-04,4,0,12,0,0,1,0.330833,0.3491,0.775833,634,2851,3485,winter,2011,December,Sunday,Clear/Partly cloudy,Weekend
338,2011-12-05,4,0,12,1,1,2,0.385833,0.393925,0.827083,233,3578,3811,winter,2011,December,Monday,Mist/Cloudy,Weekday
339,2011-12-06,4,0,12,2,1,3,0.4625,0.4564,0.949583,126,2468,2594,winter,2011,December,Tuesday,Light Snow/Rain,Weekday
340,2011-12-07,4,0,12,3,1,3,0.41,0.400246,0.970417,50,655,705,winter,2011,December,Wednesday,Light Snow/Rain,Weekday
341,2011-12-08,4,0,12,4,1,1,0.265833,0.256938,0.58,150,3172,3322,winter,2011,December,Thursday,Clear/Partly cloudy,Weekday
342,2011-12-09,4,0,12,5,1,1,0.290833,0.317542,0.695833,261,3359,3620,winter,2011,December,Friday,Clear/Partly cloudy,Weekday
343,2011-12-10,4,0,12,6,0,1,0.275,0.266412,0.5075,502,2688,3190,winter,2011,December,Saturday,Clear/Partly cloudy,Weekend
344,2011-12-11,4,0,12,0,0,1,0.220833,0.253154,0.49,377,2366,2743,winter,2011,December,Sunday,Clear/Partly cloudy,Weekend
345,2011-12-12,4,0,12,1,1,1,0.238333,0.270196,0.670833,143,3167,3310,winter,2011,December,Monday,Clear/Partly cloudy,Weekday
346,2011-12-13,4,0,12,2,1,1,0.2825,0.301138,0.59,155,3368,3523,winter,2011,December,Tuesday,Clear/Partly cloudy,Weekday
347,2011-12-14,4,0,12,3,1,2,0.3175,0.338362,0.66375,178,3562,3740,winter,2011,December,Wednesday,Mist/Cloudy,Weekday
348,2011-12-15,4,0,12,4,1,2,0.4225,0.412237,0.634167,181,3528,3709,winter,2011,December,Thursday,Mist/Cloudy,Weekday
349,2011-12-16,4,0,12,5,1,2,0.375,0.359825,0.500417,178,3399,3577,winter,2011,December,Friday,Mist/Cloudy,Weekday
350,2011-12-17,4,0,12,6,0,2,0.258333,0.249371,0.560833,275,2464,2739,winter,2011,December,Saturday,Mist/Cloudy,Weekend
351,2011-12-18,4,0,12,0,0,1,0.238333,0.245579,0.58625,220,2211,2431,winter,2011,December,Sunday,Clear/Partly cloudy,Weekend
352,2011-12-19,4,0,12,1,1,1,0.276667,0.280933,0.6375,260,3143,3403,winter,2011,December,Monday,Clear/Partly cloudy,Weekday
353,2011-12-20,4,0,12,2,1,2,0.385833,0.396454,0.595417,216,3534,3750,winter,2011,December,Tuesday,Mist/Cloudy,Weekday
354,2011-12-21,1,0,12,3,1,2,0.428333,0.428017,0.858333,107,2553,2660,spring,2011,December,Wednesday,Mist/Cloudy,Weekday
355,2011-12-22,1,0,12,4,1,2,0.423333,0.426121,0.7575,227,2841,3068,spring,2011,December,Thursday,Mist/Cloudy,Weekday
356,2011-12-23,1,0,12,5,1,1,0.373333,0.377513,0.68625,163,2046,2209,spring,2011,December,Friday,Clear/Partly cloudy,Weekday
357,2011-12-24,1,0,12,6,0,1,0.3025,0.299242,0.5425,155,856,1011,spring,2011,December,Saturday,Clear/Partly cloudy,Weekend
358,2011-12-25,1,0,12,0,0,1,0.274783,0.279961,0.681304,303,451,754,spring,2011,December,Sunday,Clear/Partly cloudy,Weekend
359,2011-12-26,1,0,12,1,0,1,0.321739,0.315535,0.506957,430,887,1317,spring,2011,December,Monday,Clear/Partly cloudy,Weekend
360,2011-12-27,1,0,12,2,1,2,0.325,0.327633,0.7625,103,1059,1162,spring,2011,December,Tuesday,Mist/Cloudy,Weekday
361,2011-12-28,1,0,12,3,1,1,0.29913,0.279974,0.503913,255,2047,2302,spring,2011,December,Wednesday,Clear/Partly cloudy,Weekday
362,2011-12-29,1,0,12,4,1,1,0.248333,0.263892,0.574167,254,2169,2423,spring,2011,December,Thursday,Clear/Partly cloudy,Weekday
363,2011-12-30,1,0,12,5,1,1,0.311667,0.318812,0.636667,491,2508,2999,spring,2011,December,Friday,Clear/Partly cloudy,Weekday
364,2011-12-31,1,0,12,6,0,1,0.41,0.414121,0.615833,665,1820,2485,spring,2011,December,Saturday,Clear/Partly cloudy,Weekend
365,2012-01-01,1,1,1,0,0,1,0.37,0.375621,0.6925,686,1608,2294,spring,2012,January,Sunday,Clear/Partly cloudy,Weekend
366,2012-01-02,1,1,1,1,0,1,0.273043,0.252304,0.381304,244,1707,1951,spring,2012,January,Monday,Clear/Partly cloudy,Weekend
367,2012-01-03,1,1,1,2,1,1,0.15,0.126275,0.44125,89,2147,2236,spring,2012,January,Tuesday,Clear/Partly cloudy,Weekday
368,2012-01-04,1,1,1,3,1,2,0.1075,0.119337,0.414583,95,2273,2368,spring,2012,January,Wednesday,Mist/Cloudy,Weekday
369,2012-01-05,1,1,1,4,1,1,0.265833,0.278412,0.524167,140,3132,3272,spring,2012,January,Thursday,Clear/Partly cloudy,Weekday
370,2012-01-06,1,1,1,5,1,1,0.334167,0.340267,0.542083,307,3791,4098,spring,2012,January,Friday,Clear/Partly cloudy,Weekday
371,2012-01-07,1,1,1,6,0,1,0.393333,0.390779,0.531667,1070,3451,4521,spring,2012,January,Saturday,Clear/Partly cloudy,Weekend
372,2012-01-08,1,1,1,0,0,1,0.3375,0.340258,0.465,599,2826,3425,spring,2012,January,Sunday,Clear/Partly cloudy,Weekend
373,2012-01-09,1,1,1,1,1,2,0.224167,0.247479,0.701667,106,2270,2376,spring,2012,January,Monday,Mist/Cloudy,Weekday
374,2012-01-10,1,1,1,2,1,1,0.308696,0.318826,0.646522,173,3425,3598,spring,2012,January,Tuesday,Clear/Partly cloudy,Weekday
375,2012-01-11,1,1,1,3,1,2,0.274167,0.282821,0.8475,92,2085,2177,spring,2012,January,Wednesday,Mist/Cloudy,Weekday
376,2012-01-12,1,1,1,4,1,2,0.3825,0.381938,0.802917,269,3828,4097,spring,2012,January,Thursday,Mist/Cloudy,Weekday
377,2012-01-13,1,1,1,5,1,1,0.274167,0.249362,0.5075,174,3040,3214,spring,2012,January,Friday,Clear/Partly cloudy,Weekday
378,2012-01-14,1,1,1,6,0,1,0.18,0.183087,0.4575,333,2160,2493,spring,2012,January,Saturday,Clear/Partly cloudy,Weekend
